,essay_id,full_text,score
447,c3e0f50,"The computer may not actually calculate the exact emotion that someone is feeling. The computer miay not know what emotion someone is feeling if they always have the same facial expression. Also, the computer will not know how you are feeling if you don't show any emotion at all. In the text, it states that most of us humans would have trouble actually describing each facial trait. Therefore, we may not actually know how our friends are feeling because, some of them might not show their emotions while they are with friends. On the other hand though, the people who do show emotions might actually get help by their friends or maybe even someone at school or outside of school besides just having the computer figure out how you are feeling. Meanwhile, some people might not actually show emotions on their faces, they might have the emotions trapped inside but they are good at holding it in. Therefore, how would the computer be able to tell how someone is feeling! Also, most human communication is nonverbal as well as emotional communication so therefore, the computer may not be able to understand how someone is feeling. In the article, it states that the computer may not be able to recognize the facial movements humans use to express how we feel therefore, the computer may not be useful at all. If the computer is not able to determine how we are feeling with the current software that it has then the new software that Dr. Huang's came out with should be put into use so that we can see if it works any better! If and only if the new software works better then the old one then we should bring these computers to more places and possibly bring them to schools and let people try them so that more people can let go of their emotions and be happy more often. Maybe the new ",3
448,ab81c08,"The face on Mars is 100% just a natural formation of rocks and sand/dust. Pictures show this, everytime NASA does take a picture of it there are the same results. Plus if it was alien why would NASA publish the pictures. If this was proof of aliens it would put people into freak out mode.

The first thing is that giant rock formations aren't uncommon in the cydonia section of Mars. In fact there are a whole bunch of different kinds of rocks just like the face, only that those are normal looking. They don't look like faces. The article even says that the picture actually shows the Martian equivalent of a butte or mesa-landforms common around the American West. Even Garvin says ''It reminds me most of Middle Butte in the Snake River Plain of Idaho,'' then he keeps going to say ''That's a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars.''

The second thing is close up images. Over the years NASA has been taking pictures of this formation. Each time they take a picture of face, the face starts to look more and more like a rock formation. NASA even publicly posted pictures on the web, and all diferent kinds of media to show what the formation looks like. So, NASA must of been pretty confident in what they were saying the picture was. Plus NASA is made of the top of the line professionlas. They aren't made up of people who dropped out of highschool. They are made up of people who have graduated from some of the most advanced and instutionalized colleges.

My third thing is if it was alien, why would NASA publicly show the pictures. In the article, it makes NASA look like they were trying to get people to get away from the alien idea. By the sound of it, I would take a guess and say if it was alien, NASA would do everything in their power to keep the images from getting out into the public. Another thing is that at one point people were saying that the picture taken on April 5, 1998, was not liable because of the fact that 98 was a cloudy time of year on the Red Planet. So, NASA on April 8, 2001, took another photo in the year 2001 and 2001 was not a cloudy year for the Red Planet .The photo even further backed up the fact that the formation on Mars is just another giant rock, not some alien face or artifact.

So in the end why would this be an alien face or aritfact. NASA has publicly proven that it is just a formation of rocks and dust/sand. Plus if NASA didn't wan't us to know about aliens or anything of the sort, why would they publicly anounce and show pictures of the Face of Mars. That is why the Face of Mars is not related to anything alien at all and is just another formation in the cydonia sector of Mars.  ",4
449,9063dd3,"I think that driverless cars have the potential to be significantly safer to use than manually driven cars. Many people get sucked in to their phones when they should be watching the road, don't feel comfortable in control of a car, or are just bad drivers. Driverless cars can lift the responsibility of all the passengers' safety off of the driver's shoulders. They can save thousands of lives.

Google's driverless cars have driven more than half a million miles without a crash. Even though theirs require partial manual control, this is a good sign of the safety of driverless cars. Yes, people may still need to learn how to drive, but they would need to drive less with one of these cars. The less a person drives, the less chances there are of an accident on their part.

Sensors on cars have been around since the 1980s, and have become advanced enough to detect and respond to dangers such as out-of-control skids or rollovers. They can make the car apply brakes on individual wheels and reduce power from the engine. This is much more control than a human driver could manage alone. Driverless cars have the capacity to possess many more safety features than manually driven cars.

Since a driverless car would not be controlled by a person, it would not make the same mistakes on the road that a person would make. Even a partially automatic car could activate safety features to stop itself from going out of control. Driverless cars have proven themselves safe so far, and are likely to be even more safe in the future. That is why I think we need driverless cars.",3
450,336f368,"Having driverless cars would be unthinkable. To make a car that humans do not have to drive is just being lazy, if someone has a driverless car they will never pay attention to the road because the car does eveyting for them. In drivers ed the tearcher tells us, our parents tell us, anyone who drives tells us ""ALWAYS BE AWARE OF YOUR SURROUNDINGS"" People would not have to watch anything because they would not be driving the car.

Although not having to drive would be awesome for some people, especially people who are driving long periods at a time, it is still not safe. What happens when an animal runs out in the road unexpectidaly? Does the car just stop by itself? You can never know what will happen if you have no control over it. If a car can drive itself and a human does not have to do anything and the car messes up and does not work when you need it to the most what will happen? You will most likely end up geting hurt.

It would be different if this driverless car was guarenteed to never mess up, but that is not how it is. People who actually drive cars now have issues all the time with their vehicle not working when they need it to the most, sometimes breaks go out, the car may die, there is a whole series of things that could happen. So think about if someone was n ot driving their car and all of a sudden when the car is just driving itself and someone is on the road going somewhere and all of a sudden the car stops working, the ""battery"" dies... What can you do about that? Nothing, your car dies and your are in the middle of traffic, you are in major trouble because you have either caused yourself or someone else to be injured.

Having driverless cars would be completely irresponsible. The reason texting and driving is illegal and drinking and driving is illegal is for saftey purposes. Those two things are major causes of accidents. Having driverless cars is just giving people the go ahead to get in a vehicle irresponsible now. Would you feel safe with your children in a car ansd other people behind the wheel just texting or being intoxicated or both? I know that I would not feel very safe. Cars can stop working whenever they want but if you have someone texting or intoxicated in one of those cars and it stops working, there is no way to prevent your children from getting hurt.

In conclusion, having driverless cars is a terrible idea. They are not 100 percent guarenteed to always work just like regular cars are not but no one driuving a car and it stops working can cause extremely way more problems than a regular car would. With a regular car you can just take over whenever you need to and pull off to the side to prevent problems or do whatever you need to do to keep away from accidents happening, but with no one driving a car you are risking your life and others around you all because you wanted to be lazy and not drive a car by yourself.  ",4
451,c8bf3bc,"Hi i'm luke,i'm here to conveince you guys to join the Seagoing Cowboys. It was so much fun for me. We got to go to so many places. One of the places was China. It takes kinda long to get to those places but, hey at least it's fun.

For the Seagoing Cowboys you just don't travel you also have to do stuff. One of the things are taking care of the animals on the boat thatare traveling places. That's why were called the seagoing cowboys. All because we take care of animals on a boat while the boat is moving.

If you do join the Seagoing Cowboys you have to be carful becuase sometimes you might fall and get hurt. I had my ribs cracked one time because I slipt and fell. It hurt but I still had to do what I had to do for the animals. I got a little time off but, not a lot.

The Seagoing Cowboys are fun. So, if you ever do think about doing it JOIN! I joined and when I turned eighteen. I didn't have to join the army all because I was doing the Seagoing Cowboys. If your a boy and dont want to do your army service do the Seagoing Cowboys.",3
452,8a9d6ce,"There are many reasons why you should join the Seagoing Cowboy. The first reason is that you get to adventure and sight see. I know this because I got to explore an excavated castle and the Panama Canal on my way to china. I also road a gondola in the Venice, Italy streets of water. We also had to go to Greece with a load of 335 horeses plus the food and i got to see the Acropolis. I also got to play baseball and vollyball with other cowboys when they returned to give the animals back.

Another reason you should join the Seagoing Cowboys is that you get to help countries that are in ruins from World War 2. I had to help recover food supplies, bring back animals, an help repair. Even on the ship you have to take care of animals, such as horses, young cows, and mules that were shiped over seas. You had to feed them, give them water, and clean the stalls.

Sometimes you have to serve as a nightwatch, I did. I had to check the animals every night and make shure they were ok. I did make a mistake and slid down a slipery ladder and cracked my ribs but that was my fualt.

I would suggest anyone who loves adventureing with a friend and has always wanted to go on a adventure some where but couldn't. Or if you just like helping people, and animals recover from the war. This is the program for you, join the seagoing cowboys today!",3
453,3d13ded,"In today's society technology is becoming much more advanced. Pretty soon, people won't ever need to touch a steering wheel again. However, does this seem like a good idea? We people are prone to distraction and companies aren't even sure who would be at fault if an accident were to occur. Would one want to pay his own medical bills when someone else should've paid for it instead?

We people, being human, have the tendency to become very distracted, some more than others. The driverless car is 90% autonomous, meaning that 90% of the time it can drive on it's own. The other 10% is manual, meaning that people need to be in control of the car. During that 90%, people would become so distracted. The article states, ""Some manufacturers hope to do that by bringing in-car entertainment and information systems that use heads-up displays. Such displays can be turned off instantly when the driver needs to take over--something not available to drivers trying to text with a cell phone."" Just because there is entertainment does not mean that people would use it. Some would prefer to stay on their phone or take a good long nap. Warning signs in the car that tell people when to drive might also be ignored as well. If someone falls asleep and is a deep sleeper, he might not wake up to a vibrating chair or flashing lights. Someone too involved in his phone might also not realize that he is needed to take control of the car if his mind is too focused on his device. Sometimes people become too involved in their own little world, and this would not be good when they are needed to drive.

The question being considered right now is, ""who would be at fault if the technology failed and someone was injured?"". It could go both ways. If the driver wasn't paying attention, then he would be responible for his own injuries. If that person had been alert and paying attention and the car malfunctioned, then the manufacturer would be at fault. There is no way to know though if the driver is actually paying attention. Since there's no way to see, if a driver had been alert they could easily be accused of not paying attention because there is no way for anyone to know but the driver. He would be paying his medical bills instead of the manufacturer. It is not fair towards people if they are accused for an incicident, but it is not their fault. If too many accidents occurred, companies would start to get sued and so would people as well. It wouldn't be too great for someone to get sued for an accident if it is not even his fault.

Although there are flaws, there are also advancements being made to fix those flaws. Manufacturers are trying to install cameras in the cars to make sure people are paying attentinon and not just dozing off. Also, it's not like the car has to be on autopilot the whole time. People can choose when they want to drive most of the time. If they don't want to drive but are needed to then they have no choice. These are all true, but that doesn't change the fact that people could still be blamed for accidents that are caused by car malfunctions and not themselves. It also doesn't change out natural instincts to text while we are needed to drive or to answer a call or jam out to the radio. Even when the car needs us to drive, we are still going to reach for our phones when it buzzes or turn up the radio, both of these being huge distractions for us.

The technological advances being made do not change our natural human instincts of distraction, or the fact that we could be blamed for something that was not even our fault. The driverless car may seem like a cool new way of living, but that does not mean it's danger free or 100% guaranteed to work all the time. It still has its own flaws just as we do, and sometimes technology can't fix that. ",5
454,0635458,"It is so hard to believe that our world today has come to cars that can drive themselves, or drive around for us humans. The future is here and it's time to quit holding these new inventions off and time to start accepting that the worlds technology today is limitless. People in our world today are becoming so intellegent that they can invent anything they set thier minds to.

First of all, if these car companies have been working on cars that can drive themselves since the 1900's, why should they stop now? Is giving up really worth throwing away 70+ years of hard work and dedication towards inventing smart cars that can drive themselves? NO, don't give up, continue to strive for a better and also safer future for the world today and generations to come.

Additionally, not only are these cars really cool and mind blowing, but very helpful to certain people. Imagine someone who has no arms, legs or even a disability that keeps them from driving and thier dream is to be able to drive a car one day, or even just to be able to sit in the drivers seat of an actual moving vehical. Well, with these new cars, their dreams can come true.

Finally, safety is the major key for these vehicals. No one is going to want to buy these vehicals or even be in one, if they aren't safe. As soon as companies make sure that these vehicals are 100% safe for families to be in and drive without the risk of a bad injury, there is no doubt that people will be all over these new cars.

The worlds future holds many more great inventions that either haven't been thought of, or are being carefully worked on and studied right now. There is no doubt that these cars are the next big thing. So many people will be inspired to create more things if they know someone could create a safe vehical to drive itself, then they can create an invention even better.",3
455,64e6b50,"From an article, Driverless Cars Are Coming, the author reveals that driverless car could result in positive way or negative way. I am in the position of developing of driverless car because driverless car would change the transportation system. Although the car is still in development, it is getting closer day by day. The technology we have right now and upcoming technology could totally suport driverless car. The driverless cars would not be available to the peoples unless it is 100 percent safe and only if the

law approve it. All the driverless car are under developent and other than that there are special features for cars that

are being made

such as driver's seats that vibrate when the vehicle is in danger of backing into an object and flashing on the windshield.

In order to achieve the driverless, it does require lots of sensors. One of the Google's modified Toyota Prius driverless car uses position-estimating sensors on the left rear wheel, a rotating sensor on the roff, a video camera mounted near the rearview mirror, four automotive radar sensors, a GPS receiver, and an inertial motion sensor. The most important bit of technology in this system is the spinning sensor on the roof. Dubbed LIDAR, it uses laser beam to form a constantly updating 3-D model of the car's surrounding. This combination of all this sensors

is necessary for the driverless car to reach the the skill of a human at the wheel. Google's driverless car have been driven more than half a million miles without a crash, which prove that drivecarless are safe. However the driver still need to be alert to take over when pulling in, roadsblock, roadword or accident. It is proven that the driveless car is safe because driveless car itself have lots of advance technology and in the future the technology will be still improving.

The driverless car could drive more safe than a person. Driverless car has a sensor that read the miles limit and it does not whenever you wish to. Driverless car drive the way the law expected for all car drivers to drive. Most accident were caused by speeding. Peoples speed up the car whenever the cops is not around or when they are drunk. Most car drivers that pulled over by cops are because they broke the law. When people do not obey the law, there are more chance of accident.

One out of ten people died due to car accident in world wide scale. Drivers that drive the car while they are on drug most likely cause the car accident. If the driveless cars are available, the driver does not have to worry about whether his safety because the driveless car would take care of it. Although cops punished

people that drive while they are on drugs, which is also know as DUI are most likely to repeat again what they used to do. People's brain is not well function when they are under the drug which led to so many cars accident.

Driveless cars are safe for humans and also they will change the future of transportation. However the driverless cars are under testing and improving the development, they are safe for our transportation system. Each day the technology are helping us to reach our goals to achieve the driverless cars.",4
456,545be4c,"Being a Seagoing Cowboy is a great experience. You don't only help people, but you also get a benefit of seeing amazing places. If you love animals you can take care of them. You get to have fun and know that you're doing something that helps others.

Luke was just a small town boy and he got a great opportunity. First he had two part-time jobs at a grocery store and a bank. Luke was invited to be a Seagoing Cowboy by his friend Don. He accepted it and knew he was going to have a lifetime opportunity. Luke had a benefit of seeing Europe and China, saw the Acropolis in Greece, took a gondola ride in Venice, Italy, toured an excavated castle in Crete, and marveled at the Panama Canal on his way to China.

This job may be fun, but it still is a life changing experience. You see more than you could see just from home. You also know you're changing other people's lives. Luke may have had a wonderous adventure, but it also made him more aware of the needs in other countries.",2
457,e71e75f,"In 1976 Viking fly to Mars, and when they orbit/circle the mars they see a big head that look like pharoah head.

I think that the head was form by itself when the heat from Mars rise and it burn some of the rock and form the big head. I don't think it was made by alien because if they were in Mars they would burn when the sun come or when the heat rise from Mars. If it were made by alien then we would see their foot print or some symbol or marking that is unusual to Earth. The people who was there to take this photo said it was ""Martian equivalent of a butte or mesa-landforms common around the American west"". It said that on ""April 5, 1998, Mars Global Surveyor flew over Cydonia for the first time, Michael Malin and his Mars orbiter camera (MOC) team snapped a picture 10 time sharper then the original Viking photo"". ""There was no alien monument after all"". So, the head was created by landform and if there were alien they would have seen them or take a photo of them but there was none so it was created by landform.

In conclusion, the head that was on Mars was actually created by landform, not by alien because if it was created by alien then they would have seen them when they orbit the Mars and also it is not alien monument it is actually the ""Martian equivalent of a butte or mesa-landforms common around the American west"".     ",2
458,c6f8f44,"The scientist of NASA think it is worthy to explore venus because there are things on venus that you can't find on earth like you can on venus. The scientist think it is a good plant to search and see what matreials there are on venus and how it is just too dangrous to go there by human it is possibale to have robots to do all the exploring despite the really bad heat and radiation coming of from the planet.

In other

details no only is it wrothy it is also dangrous because you can die from the over powering heat and gasses that my come off of venus. the Atmosphere is just to thick because it is almost 97 percent carbon dioxide blanks of sulfuric acid in the plants atmosphere. The tempature is a wopping 800 Degrees fahernheit and the atompheric pressure is 90 times greater than what we experiance in earth .

NASA wants to send a man made vehicle to hover over venus so that way no humans risking there lifes just to see what lies beneath all of the thick clouds on the plant venus. one of the proplems are not geting close to the surface of venus ",2
459,ef43d23,"The driverless cars are coming is a statement that I would not like to hear.

If there is going to be driverless cars on the road it is going to turn to a dangerous place.

If the drivers are not driving the car themselves then they are not paying attention, could cause a serious crash, and the car could malfunction.

All of these are dangerous for other drivers.

If a driver is not paying attention to the road, things can go down really fast.

Just taking your eyes off the road for a second, the car could run off the road and hit someone or just damage your car without hitting someone else.

To drive a car you need to be sure and watch where you are going because you are not just driving for yourself, you are driving for everyone on the road.

A driver must focus on the road and not anything else, or they could cause a serious crash.

Looking down to read a text message can cost a life, it may be yours or someone else.

There have been many crashes in the past year from careless drivers that do not pay attention to the road and have killed innocent families.

The alerts on the car may not work, or they may give out.

If the car was ran by technology, where does it get all of its technology?

What would happen if that technology failed?

There is always a question of what could happen or if it is going to happen.

With a driverless car, it could be a lot worse for the driver not to be driving or it could be a lot better for all the drunks that drive.

But if someone was doing something else and not watching the road, like they said the seats will vibrate if something is on the road or something wrong, if someone is not paying attention or trying to reach for something in the back they will not feel that. They could run off the road and hit something or someone.

The law has not even passed so these cars can be driven because it is a disaster to think of a driverless car driving on the road.

A part in the article even says, the car can handle driving functions at speeds up to 25 miles per hour.

There are not many roads where people will be driving 25 miles per hour.

Trying to put a car out there that can drive itself is not a good idea because there could be many problems.

With the idea of that drivers will think they will not have to drive anymore and they will not listen to the alerts and just ignore them.

They will not be focused on driving and thinking about things that really do not matter.

These cars are not safe to be driving themeselves on the road.  ",3
460,6687480,"In this article "" unmasking the face on mars"" they are showing us a picture that was taken by a 1976 viking 1 photograph of the face on mars which is just a natural landform. In paragraph 2 scientists firgured it was just another martian mesa, which they state is common around cydonia. Another detail from paragraph 2 they state only because it had unusual shadows that made it look like an egyptian pharaoh.

In the Paragraph 3 it states ""huge rock formation which resembles a human head formed by shadows giving the illusion of eyes,nose, and mouth."" Which means that it's just a illusion it wasn't acutually seen or proven to be a human head.

Another fact which is from paragraph 7 it states Mars Global Surveyor flew over Cydonia and snapped about ten photos and it revealed a natural landform. In paragraph 9 garvin who is in the Mars Global Surveyor is a mapping spacecraft he states ""It's not easy to targey cydonia."" which means that they just can fly over cydonia and spot it right away.

Finally in paragraph 12 garvin states what the picture actually shows is the Martian equivalent of a butte or mesa- landforms common around the American West. In this article ""Unmasking The Face On Mars"" it's just a unproven theory that its a face on mars, there is many details in this article that state that it's just a natural landforms.",3
461,cc266ee,"Using Technology to Read Emotional Expressions

Using technology to show exactly how other people are feeling can be very valuable. New software has been developed and it can help determine how people are feeling based upon their facial expression. This is called FACS (Facial Action Coding System). FACS seems to be very promising for many different industries. Using technology like FACS would be a very valuable experience for students.

Calculating emotions is like math. The computer can recognize facial expressions and show others how someone really feels. This process starts by making a 3-D model of the face, and the muscles must move like human muscles. If these muscles function correctly this can be a very good learning opportunity for students to learn about facial muscles. This can also help them learn about facial expressions, how others are percieving their own facial expressions, and they can read each others facial expressions. Teachers could also benefit from this because then they could see how students are really feeling even if the student says they feel one way.

The reading states that ""The facial expressions for each emotion are universal"" as I previously stated, this can help students learn about facial expressions and how everyone within a classroom can read each others facial expressions. The reading also states that you can probably tell how your friend is feeling based upon the look of their face. If students were able to use this type of technology some who do not understand could have a better understanding of how facial expressions work.

Each person uses different facial expressions to convey an emotion. To do this everyone must use certain muscles to display that emotion. In paragraph 9 of the reading it states that your facial muscles not only express emotions, but they help produce that emotion. This means that if you smile to show happiness then it can also help you produce that feeling. This evidence proves that this technology can be valuable in a classroom because if a student is sad that student can try to change how how they feel emotionally by producing facial expressions that are happy.

Using Facial Action Coding Systems would be very valuable for reading students' emotional expressions. It can help them understand how facial expressions work and how the differnt facial muscles affect them. This can also help some students who are unfamiliar with the topic become more familiar with it, and help them have a better grasp on the concept of FACS.

Someone who has emotional problems could benefit from this knowledge and this could teach them how they could improve how they are feeling, or other students could pick up on the problem. In conclusion, using the Facial Action Coding system would be a valuable learning experience for students because it can help them understand how expressions work and understand how others are feeling. ",4
462,ad4257d,"In the story ""A Cowboy Who Rode the Waves"" it gives information about a certain group called the Seagoing Cowboys program. One reason to join the Seagoing Cowboys program is you get to take care of animals for your service to your country in stead of having to be in the military. According to the fourth paragraph when Luke turned eighteen before getting to Greece, he would've had to automatically draft into the military. But, when the draft board learned that he was on a cattle-boat trip, they told him to just stay their for his service. Point being if you serve by being a Seagoing Cowboy you wouldn't have to be in the military enless you choose to be in it.

There are many reason's provided in the story to be a Seagoing Cowboy but one that also seems to stick out above some of the others is the sight's you see. According to paragraph five it says ""The cattle-boat trips were an unbelievable opportunity for a small-town boy,"" he says. ""Besides helping people, I had the side benefit of seeing Europe and China. But seeing the Acropolis in Greece wasspecial,"" he says.""So was taking a gondola ride in Venice, Italy, a city with streets of water."" Luke also toured an excavated castle in Crete and marveled at the Panama Canal on his way to China."" Which means that if you're a Seagoing Cowboy you get to see a bunch of unique places that most people don't get to see everyday.

For my last reason that I found stated in the text to be a Seagoing Cowboy is it opens up a new world for you. As stated in the text paragraph nine ""But being a Seagoing Cowboy was much more than an adventure for Luke Bomberger. It opened up the world to him."" which shows that it teaches you and what caring for others does for you and last it shows sights you don't get to see 24/7. To conclude the paragraph being a Seagoing Cowboy is much more than seeing things you haven't seen before outside of pictures and going on adventures it's a great learning experience.

If you join the Seagoing Cowboys program you will get the great delight of caring for others, adventure, sight-seeing, and a great learning experience. All the information above is my reason's or benefits of being a Seagoing Cowboy. Think about the reason's to see if being a Seagoing cowboy is what you want to be. If it is then please call: 555-2424.",4
463,bddf5ed,"In this article, the author is telling it's readers that traveling to Venus can be risky.

In the article it says ''Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system''. Venus was once covered with oceans and could have had life. Venus still has some features that are similar to Earth. The planet has a surface of rocky sediment, and has similar features such as, valleys, mountains , and craters.

Venus now has a thick atmosphere of almost 97 percent carbon dioxide. The average surface temperature is over 800 degrees in Venus. The atmospheric pressure is 90 times greater than Earth. Even though Mercury is closer to the sun, Venus is still hotter because of the atmosphere. These conditions are far more extreme than any weather on Earth. Even with these harsh conditions, scientists still want to visit this planet because of human curiosity.

NASA is working on approaches to study Venus. NASA is sending humans to study Venus, so we can have for knowlege of our sister planet.

Many researchers are working on innovations that would allow our machines to last long enough to contribute meaningfully to our knowledge of Venus. NASA is using devices that we used in the past here on Earth for studying Venus. Human curiosity is leading us to find more knowledge of our sister planet.   ",2
464,73cc4ce,"In the story the aurther is describing why Venus is the 2nd Earth and there coomon and there diffrents and what would be the best matterial to use for the Vehicle Witch Nasa is working with some simplified electrons made of silicon carbide have been tested in a chamber simulating the chaos of Venus surface and have lasted for 3 weeks in such conditions . Then Nasa also has a nother project were they are looking to work with the old technology called mechanical computers werefirst envisioned in the 1800's and played a inportant part in the 1940s during the World war ll. But the reason for the old tecnolagy is because if we were to have a cell phone on Venus is because it would melt because of the acid or heat capable of meting tin. You all so have people striving to meet the challenge presented by venus has value ,not only because of the insight to be gained on the planet itself , but also because human curiosity will likely lead us into many equally intimedating endeavors.",1
465,da8033f,"Although driverless cars may seem like a neat idea, I do not believe that we should have them taking us place to place. I think it would be unsafe, and just flat out lazy to do so. For one thing, technology is not always realiable. Majority of people use the internet and other electronics everyday, but that doesn't stop it from crashing or giving misleading information. With that being said, the internet and mapping devicethat would be used in the cars would not always do what they are supposed too. Secondly, say for instant that you are using a driverless car or a rainy day, there will be the need of human skill. I don't believe that if someone who has the luxury of having a driveless car would take that into consideration, they would much rather be on their phones scrolling through social media. They wouldn't pay attention to what is going on outside of the car, and that's how accidents happen. Thirdly, not until much later will just anybody be able to afford a car like that. So there will be a mix of smart cars and regular drivers on the road. Even if the smart cars don't make mistakes, the regular drivers will. Thus, causing way more accidents then what there needs to be. For these three reasons I don't think smart cars should be able to drive us around.   ",2
466,fcc285f,"The challlenge of exploring Venus begins with the fact that the surface tempature is aout 800 degrees fahrenheit and the atmospheric pressure is

about 90 times greater then on Earth. The spacecrafts typically dont last longer then a few hours under the harsh conditions which caused the missions to be unnammed. Venus has a thick atmopshere of almost 97 percent cardon dioxide and evem more challenging the clouds have highly corrosive sulfuric acid i n the atmosphere. Venus is the most Earth like planet, long ago the planet was probably covered in oceand and could have supported may forms of life, Venus still has some fetures that are simulier to Earth, the planet has surface of rocky sediment and includes familliar features such as valleys, mountains, and craters.Venus is a planet worth studying because of its simularities to Earth and compare the two and try to figure out how Venus got the way it is today. If we could send a spacecraft that can survive the harsh conditions of Venus long enough we could possibly try to find evidence of life that could have lived there a very long time ago.",1
467,58ce1cc,"Luke joined the Seagoing Cowboys program to help countries that were that were left to ruin. People should join the program to help countries like give them animals plants and food to eat or sleep. Joining this program will help many countries that are left in ruins or getting destroyed by helping them get some food.

I you join the program you will go places that you've never been to like go to Greece like how Luke went to Greece and had exciment going over there. Many people think this program is useless beacuse they think it a waste of thier time,but it's not sense you're helping others in need. The program is a way to help the people in need while going Barack to get animals you can have fun like read,playing volley ball,tennis and many other activities. Luke joined to help others and he didn't quit and kept on helping even when he turned 18. This program is a good program sense you're helping others in many other countries that were left to ruin maybe you should join today.

To conclude joining this program is good sense you help others. You could be like Luke and help others in this program and go many places. Join today to be like him and help otherss in need.",2
468,bb1372d,"Driverless Cars Are Coming? Maybe so driverless cars may sound like an awesome concept, but this can cuase issues in the long run. for example a driver needs to be aware and has to keep his/her eyes on the road ahead.

My position on driverless cars my sound interging at first. I feel like the developement can turn out to be the best invention in the history of car manufactures. WIth driverless cars we will not have to worry about so many crashes as we have been having ln the last couple of years. The concept is already invented we just have to make sure it stayes safe and meets all the standereds. Driverless cars can casue a big chaos for some states many arguements will break loose. Sure we will hvae to keep the passenger aware of his/her surroundings at all times by keeping thier hands on the wheel at all times. As stated in paragraph 7. With the technology advancing we coulf have driverless cars on the road by the year 2020. Google has been working on the google car since 2009 it has been 7 years the car has drivin millions of miles without a crash as stated in paragraph 2. That is saying something big. Cars are now becoming more smarter then ever with technology added into them we can now have a car drive by itself up to 25 miles as staetd in paragraph 7 with BMW's Traffic Jam Assistance. Already car manufacturers are having thoughts about haveing cars drive themselfs by the year 2020 with Tesla projeccted to release a car capable of driving on autopilot 90 percent of the time as stated in paragraph 10.

Lawmakers are not to happy with the idea of putting driverless cars on the streets. I understand they are trying to keep pedestrians safe also the passengers. If and injury happens who will take the blame the passener or the manufacturer? I strongly feel if the driver is in the drivers seat and has his/her hands on the wheel then the driver will be taken the blam they also have to be aware at all times.

Driverless cars are not so far from becoming a reality we are not so far from seeing driverless cars on the streets or on our own drveway. With technology we can make the roads a safer place with less injuries and less deathes would you not agree?   ",3
469,45d004a,"Dear Senator,

On the issue of keeping the Electoral College or changing to election by popular vote, I think it is both necessary and unnecessary to keep it the way even if it has been since the founding fathers established it in the Constitution many years ago. The electoral college consists of 538 electors. It only requries 270 of those votes to become the winner of the Electoral College. electorla college is good for the voting process by allowing the qulified people to vote for who they want in office. If we get rid of electoral college then we might not have as many well educated people voting for who gets put in office.

Even if we have the electoral college that dosnt always mean that we will for sure win the election. In 2000 Al Gore won the popular votes but did not win the presidency. There are just a few things that would maybe make the electoral college a little unfair. The state voters do not directly vote for the president, they vote for the electors, who in return vote for the president. State electors are chosen by,sometimes going to state conventions ,the state's party's committee, or even sometimes the presidential canditdates themselves. So with that being said it may be unfair to vote straight for electors and just vote for the president directly. Another thing that would make it unfair because of the ""winner takes all"" system in every state candidates them selves dont spend time in the states that they are repersenting.

What happens if there is a tie in the voting of the electors? In a case like that it would go to the house of repersentatives. If we do it by popular vote than we would not have to worry about there being a tie. People would be able to vote for who they wanted and that would be settled before it even started. If you think that a tie is not likely well in 1976 a tie would have happened if just a small number of votes, 5,559 would have just voted the other way. So saying that the electorla collage way of doing it has its upsides and its down sides. It is outdated and irrational.    ",3
470,ca061e6,"I know for sure that in my opioion I know that the face on mars was not made by aliens in doing so. The text explain so artifical evidence that the face on mars was surely to be believe to be created by aliens.In the text it states that the face on mars was possibly made by the land formation that they had on mars. In the text it states that it is the Martian equivalence of a butte or even a messa that are landforms common around the west. In the text it also states that there are lots of different things in earth that have no explantaion on what has to be done like differen things in the earth that may seem weird to us humans. If the text were to explain the theme with aliens then I would be on track with you

however you are. Many people believe many different things wheather its a religion or etc but this article doesn't have enough proof that its a

alien artifact. It would be best if they could explain why the couldn't dig it out and examine and compare the artifacts and see if they have anything in comon.

I am with the author that it is more likely to be a landform error than for it to be n alien artifact. These are some examples on how I know that this thing on the moon is not a alien artifact but a landfrom error. I strongly suggest that you don't believe that it is a alien artifact because it does not prove enough evidence in the text.",2
471,b2fea62,"The author support this idea is by the challenge of exploring venus and it's very interest to the author. It's stated in paragraph its says "" Venus sometimes called the "" Evening star"" is one of the brightest points of light in the night sky.

The making it simple of even a amateur stargazer to spot"".

The author supports the idea that studying venus is a worthy pursuit depsite the dangers is that venus has value, not only because of th insight to be gained on the planet itself.

Also because human curiosity will likely lead us into many equally intimidating endeavors which states in paragraph 8.

Another fact of how well the author supports the idea is that he studied like somethings about venus and to take risks in your life sometimes.

According to paragraph 6 it's states that ""More important. reseachers cannot take samples of rock, gas, or anything else, from a distance.

Therefore, scientists seeking to conduct a throught mission to understand Venus would need to get up close and personal despite the risks.

Or maybe we should think of them as challenges.

The challenge of exploring venus must was interested to the author cause after me reading the article it was really rick taking.

Him or her must like studying about venus or like to really explore venus.",2
